응대ID,고객ID,제품ID,응대일시,응대채널,응대자,문의유형,상태,응대시간(분),만족도,처리완료일시,비고
SVC004640,CUST00530,PROD0011,2024-05-08 05:29:00,전화,상담원2,배송 지연,해결완료,77,매우만족,2024-03-02 15:24:00,
SVC004641,CUST00661,PROD0020,2024-03-11 22:36:00,전화,상담원7,제품 문의,대기중,45,만족,2024-04-20 18:42:00,고객 피드백 있음
SVC004642,CUST00988,PROD0035,2024-04-09 17:41:00,이메일,상담원4,제품 문의,진행중,42,매우만족,2024-04-18 19:11:00,재문의 필요
SVC004643,CUST00739,PROD0047,2024-01-13 08:37:00,카톡,상담원13,가격 정보 문의,진행중,33,매우만족,2024-05-25 11:14:00,재문의 필요
SVC004644,CUST00726,PROD0046,2024-01-31 22:33:00,전화,상담원20,반품/교환,해결완료,78,매우만족,,
SVC004645,CUST00872,PROD0011,2024-05-05 05:57:00,이메일,상담원11,서비스 문의,해결완료,26,불만족,2024-05-25 08:05:00,영구차단 고객
SVC004646,CUST00663,PROD0008,2024-04-25 09:54:00,라이브채팅,상담원3,계정 문제,진행중,92,매우불만족,2024-06-09 17:50:00,고객 피드백 있음
SVC004647,CUST00192,PROD0004,2024-02-11 01:18:00,이메일,상담원2,반품/교환,미해결,12,매우만족,2024-06-04 21:01:00,재문의 필요
SVC004648,CUST00963,PROD0027,2024-06-02 10:27:00,SNS,상담원16,서비스 문의,해결완료,51,매우만족,2024-02-29 09:08:00,고객 피드백 있음
SVC004649,CUST00552,PROD0044,2024-01-29 21:09:00,이메일,상담원3,계정 문제,대기중,10,보통,,고객 피드백 있음
SVC004650,CUST00242,PROD0040,2024-01-20 06:30:00,이메일,상담원15,프로모션 문의,해결완료,11,매우불만족,2024-02-08 09:00:00,영구차단 고객
SVC004651,CUST00138,PROD0038,2024-05-04 07:00:00,이메일,상담원17,제품 불량,대기중,88,매우만족,2024-06-21 05:32:00,
SVC004652,CUST00345,PROD0047,2024-04-09 23:51:00,전화,상담원16,기술 지원,미해결,85,불만족,2024-03-10 13:12:00,영구차단 고객
SVC004653,CUST00180,PROD0030,2024-06-16 05:49:00,카톡,상담원20,제품 불량,해결완료,40,만족,,
SVC004654,CUST00712,PROD0044,2024-04-06 01:19:00,이메일,상담원7,반품/교환,해결완료,12,매우불만족,,고객 피드백 있음
SVC004655,CUST00503,PROD0048,2024-02-16 07:21:00,이메일,상담원16,결제 오류,해결완료,81,매우만족,2024-06-03 07:15:00,
SVC004656,CUST00203,PROD0048,2024-06-23 18:54:00,SNS,상담원5,반품/교환,해결완료,92,매우불만족,,영구차단 고객
SVC004657,CUST00573,PROD0027,2024-05-06 07:45:00,SNS,상담원2,가격 정보 문의,대기중,50,만족,2024-01-27 23:33:00,
SVC004658,CUST00192,PROD0021,2024-04-23 22:58:00,라이브채팅,상담원1,계정 문제,해결완료,118,매우불만족,2024-06-05 08:46:00,
SVC004659,CUST00005,PROD0020,2024-01-30 03:10:00,라이브채팅,상담원13,계정 문제,해결완료,68,만족,,
SVC004660,CUST00890,PROD0004,2024-02-05 04:47:00,SNS,상담원16,프로모션 문의,진행중,35,만족,2024-04-02 09:11:00,
SVC004661,CUST00237,PROD0011,2024-06-03 18:01:00,카톡,상담원5,제품 불량,진행중,27,불만족,,
SVC004662,CUST00693,PROD0013,2024-04-22 15:23:00,라이브채팅,상담원3,프로모션 문의,해결완료,65,보통,2024-02-15 12:39:00,긴급 처리
SVC004663,CUST00311,PROD0009,2024-06-27 13:01:00,카톡,상담원15,제품 불량,진행중,85,보통,2024-05-21 10:21:00,재문의 필요
SVC004664,CUST00549,PROD0004,2024-05-14 22:23:00,SNS,상담원16,계정 문제,대기중,54,만족,,
SVC004665,CUST00056,PROD0012,2024-06-11 17:06:00,라이브채팅,상담원11,반품/교환,해결완료,50,보통,,
SVC004666,CUST00443,PROD0009,2024-04-17 15:02:00,이메일,상담원19,결제 오류,진행중,92,매우불만족,2024-01-06 18:55:00,영구차단 고객
SVC004667,CUST00237,PROD0013,2024-03-12 13:35:00,SNS,상담원18,계정 문제,대기중,47,매우만족,2024-05-23 20:57:00,고객 피드백 있음
SVC004668,CUST00870,PROD0048,2024-06-28 13:04:00,라이브채팅,상담원9,제품 문의,해결완료,14,만족,2024-06-08 11:38:00,
SVC004669,CUST00861,PROD0026,2024-01-17 02:16:00,카톡,상담원8,서비스 문의,대기중,99,불만족,,긴급 처리
SVC004670,CUST00197,PROD0038,2024-06-19 11:30:00,카톡,상담원19,제품 불량,대기중,113,보통,2024-05-02 20:55:00,
SVC004671,CUST00585,PROD0042,2024-04-12 16:58:00,라이브채팅,상담원5,제품 불량,대기중,24,불만족,,고객 피드백 있음
SVC004672,CUST00571,PROD0013,2024-03-03 04:07:00,카톡,상담원17,가격 정보 문의,진행중,20,불만족,2024-06-03 13:18:00,재문의 필요
SVC004673,CUST00752,PROD0039,2024-01-07 05:05:00,라이브채팅,상담원5,프로모션 문의,대기중,82,보통,2024-03-23 19:06:00,영구차단 고객
SVC004674,CUST00514,PROD0028,2024-05-26 05:42:00,라이브채팅,상담원14,기술 지원,대기중,7,보통,2024-04-30 12:21:00,
SVC004675,CUST00449,PROD0019,2024-02-20 14:42:00,카톡,상담원7,기술 지원,대기중,34,매우불만족,,
SVC004676,CUST00360,PROD0024,2024-05-19 11:35:00,전화,상담원9,가격 정보 문의,해결완료,22,불만족,2024-05-20 16:12:00,영구차단 고객
SVC004677,CUST00700,PROD0019,2024-03-08 15:04:00,이메일,상담원17,계정 문제,해결완료,63,불만족,,
SVC004678,CUST00819,PROD0049,2024-06-17 05:37:00,SNS,상담원3,제품 불량,해결완료,74,매우만족,2024-05-30 10:17:00,
SVC004679,CUST00030,PROD0013,2024-04-15 03:35:00,이메일,상담원8,배송 지연,해결완료,88,매우만족,,
SVC004680,CUST00779,PROD0013,2024-01-11 07:12:00,SNS,상담원13,결제 오류,해결완료,39,만족,2024-04-26 06:59:00,
SVC004681,CUST00988,PROD0028,2024-02-07 09:08:00,SNS,상담원16,제품 문의,해결완료,23,보통,,
SVC004682,CUST00108,PROD0002,2024-06-28 12:00:00,이메일,상담원10,반품/교환,미해결,30,만족,,
SVC004683,CUST00844,PROD0010,2024-04-05 01:32:00,라이브채팅,상담원18,반품/교환,미해결,39,매우만족,2024-06-14 12:42:00,영구차단 고객
SVC004684,CUST00935,PROD0022,2024-01-04 03:33:00,카톡,상담원3,기술 지원,대기중,80,만족,2024-04-21 13:28:00,
SVC004685,CUST00602,PROD0013,2024-06-19 08:37:00,전화,상담원12,기술 지원,미해결,76,보통,2024-06-05 18:16:00,재문의 필요
SVC004686,CUST00717,PROD0009,2024-05-15 00:19:00,전화,상담원16,가격 정보 문의,미해결,61,불만족,2024-04-14 22:06:00,고객 피드백 있음
SVC004687,CUST00891,PROD0033,2024-02-05 10:58:00,전화,상담원18,제품 불량,대기중,105,매우불만족,2024-06-13 00:55:00,
SVC004688,CUST00968,PROD0014,2024-03-03 15:51:00,이메일,상담원17,프로모션 문의,해결완료,53,만족,2024-04-20 18:03:00,영구차단 고객
SVC004689,CUST00959,PROD0048,2024-02-24 06:42:00,이메일,상담원7,반품/교환,해결완료,14,만족,,긴급 처리
SVC004690,CUST00960,PROD0020,2024-05-01 15:30:00,라이브채팅,상담원19,제품 불량,진행중,89,만족,,영구차단 고객
SVC004691,CUST00445,PROD0015,2024-02-24 03:11:00,전화,상담원8,제품 문의,해결완료,117,만족,2024-01-22 02:01:00,
SVC004692,CUST00893,PROD0032,2024-04-09 17:40:00,라이브채팅,상담원17,결제 오류,대기중,109,보통,2024-02-25 16:16:00,영구차단 고객
SVC004693,CUST00438,PROD0033,2024-06-09 17:54:00,전화,상담원7,결제 오류,해결완료,113,만족,2024-04-24 03:21:00,영구차단 고객
SVC004694,CUST00732,PROD0017,2024-01-19 04:42:00,이메일,상담원1,반품/교환,해결완료,110,매우만족,2024-04-01 13:27:00,재문의 필요
SVC004695,CUST00890,PROD0024,2024-02-02 16:09:00,카톡,상담원8,배송 지연,해결완료,33,만족,2024-01-01 20:21:00,
SVC004696,CUST00606,PROD0030,2024-01-18 15:32:00,카톡,상담원19,가격 정보 문의,진행중,99,매우만족,,
SVC004697,CUST00457,PROD0013,2024-01-19 18:10:00,카톡,상담원20,반품/교환,진행중,108,매우만족,2024-04-18 00:43:00,
SVC004698,CUST00615,PROD0047,2024-03-04 20:48:00,카톡,상담원20,제품 문의,대기중,75,만족,,
SVC004699,CUST00735,PROD0048,2024-04-15 20:23:00,SNS,상담원10,배송 지연,해결완료,102,매우만족,2024-03-15 08:36:00,영구차단 고객
SVC004700,CUST00698,PROD0016,2024-02-27 08:26:00,전화,상담원12,서비스 문의,진행중,102,만족,2024-06-23 05:13:00,
SVC004701,CUST00981,PROD0002,2024-01-16 13:02:00,카톡,상담원1,계정 문제,대기중,98,매우만족,,재문의 필요
SVC004702,CUST00696,PROD0017,2024-03-23 12:01:00,SNS,상담원4,기술 지원,대기중,72,보통,,고객 피드백 있음
SVC004703,CUST00495,PROD0032,2024-02-19 21:46:00,SNS,상담원4,기술 지원,해결완료,109,매우불만족,2024-06-05 20:27:00,
SVC004704,CUST00674,PROD0043,2024-04-05 12:28:00,SNS,상담원9,배송 지연,해결완료,98,만족,2024-03-24 00:56:00,재문의 필요
SVC004705,CUST00247,PROD0008,2024-06-04 07:47:00,라이브채팅,상담원15,반품/교환,해결완료,93,보통,2024-03-12 10:48:00,긴급 처리
SVC004706,CUST00543,PROD0003,2024-02-02 15:39:00,라이브채팅,상담원15,기술 지원,대기중,82,매우불만족,2024-06-14 10:50:00,재문의 필요
SVC004707,CUST00564,PROD0012,2024-05-10 13:41:00,SNS,상담원7,제품 불량,해결완료,28,만족,2024-05-27 07:31:00,고객 피드백 있음
SVC004708,CUST00857,PROD0020,2024-06-11 05:15:00,카톡,상담원12,기술 지원,해결완료,47,매우만족,2024-01-12 04:52:00,
SVC004709,CUST00588,PROD0016,2024-06-02 16:18:00,전화,상담원3,결제 오류,해결완료,99,매우만족,2024-03-08 05:50:00,영구차단 고객
SVC004710,CUST00897,PROD0014,2024-05-07 02:27:00,이메일,상담원20,기술 지원,대기중,43,만족,2024-01-19 15:53:00,고객 피드백 있음
SVC004711,CUST00439,PROD0016,2024-06-02 00:26:00,라이브채팅,상담원9,서비스 문의,진행중,96,보통,2024-05-30 05:57:00,영구차단 고객
SVC004712,CUST00278,PROD0049,2024-01-17 17:05:00,카톡,상담원14,가격 정보 문의,진행중,29,매우만족,2024-04-24 03:19:00,영구차단 고객
SVC004713,CUST00552,PROD0043,2024-06-29 04:49:00,카톡,상담원13,배송 지연,진행중,87,불만족,2024-02-03 10:03:00,영구차단 고객
SVC004714,CUST00613,PROD0049,2024-06-13 01:23:00,이메일,상담원12,제품 불량,해결완료,72,매우만족,2024-06-23 07:34:00,영구차단 고객
SVC004715,CUST00111,PROD0033,2024-03-12 12:17:00,이메일,상담원1,서비스 문의,해결완료,38,매우불만족,2024-06-29 15:27:00,긴급 처리
SVC004716,CUST00385,PROD0030,2024-04-28 20:51:00,카톡,상담원19,결제 오류,해결완료,100,매우불만족,2024-04-06 09:32:00,
SVC004717,CUST00833,PROD0012,2024-03-28 09:53:00,이메일,상담원16,반품/교환,해결완료,93,매우불만족,2024-01-19 20:26:00,영구차단 고객
SVC004718,CUST00761,PROD0015,2024-05-17 19:20:00,카톡,상담원12,계정 문제,대기중,90,불만족,2024-03-04 16:41:00,
SVC004719,CUST00191,PROD0018,2024-03-19 15:32:00,이메일,상담원10,결제 오류,진행중,57,매우만족,,긴급 처리
SVC004720,CUST00490,PROD0028,2024-05-04 12:48:00,이메일,상담원2,배송 지연,대기중,96,보통,,재문의 필요
SVC004721,CUST00694,PROD0023,2024-06-25 18:44:00,카톡,상담원18,배송 지연,해결완료,59,매우만족,2024-05-23 01:42:00,고객 피드백 있음
SVC004722,CUST00426,PROD0014,2024-05-23 21:38:00,SNS,상담원13,배송 지연,해결완료,119,불만족,2024-03-23 16:22:00,
SVC004723,CUST00405,PROD0030,2024-06-02 21:50:00,카톡,상담원6,서비스 문의,해결완료,57,만족,,재문의 필요
SVC004724,CUST00335,PROD0033,2024-05-26 04:30:00,전화,상담원12,배송 지연,진행중,22,만족,2024-01-22 00:49:00,긴급 처리
SVC004725,CUST00209,PROD0045,2024-03-27 02:44:00,이메일,상담원4,가격 정보 문의,해결완료,11,매우불만족,,영구차단 고객
SVC004726,CUST00022,PROD0015,2024-05-05 10:34:00,라이브채팅,상담원1,가격 정보 문의,해결완료,67,매우만족,2024-04-22 17:36:00,고객 피드백 있음
SVC004727,CUST00678,PROD0007,2024-05-12 19:40:00,이메일,상담원11,가격 정보 문의,대기중,79,매우만족,2024-03-26 02:51:00,영구차단 고객
SVC004728,CUST00611,PROD0015,2024-01-17 08:40:00,전화,상담원8,배송 지연,미해결,46,만족,2024-02-23 00:48:00,
SVC004729,CUST00208,PROD0042,2024-03-09 08:55:00,라이브채팅,상담원2,가격 정보 문의,해결완료,15,보통,,
SVC004730,CUST00008,PROD0046,2024-03-14 19:32:00,라이브채팅,상담원2,프로모션 문의,해결완료,13,보통,2024-04-04 04:58:00,긴급 처리
SVC004731,CUST00702,PROD0038,2024-02-28 10:59:00,카톡,상담원16,기술 지원,해결완료,39,보통,2024-05-05 14:22:00,긴급 처리
SVC004732,CUST00687,PROD0046,2024-03-23 07:36:00,SNS,상담원1,기술 지원,대기중,105,불만족,2024-05-01 01:57:00,
SVC004733,CUST00785,PROD0044,2024-02-18 11:19:00,카톡,상담원4,배송 지연,해결완료,91,매우만족,,
SVC004734,CUST00529,PROD0011,2024-02-19 10:33:00,라이브채팅,상담원6,제품 문의,진행중,101,만족,2024-02-07 01:12:00,
SVC004735,CUST00602,PROD0029,2024-06-22 13:17:00,라이브채팅,상담원20,서비스 문의,진행중,69,보통,2024-02-25 08:19:00,고객 피드백 있음
SVC004736,CUST00653,PROD0031,2024-03-08 19:27:00,SNS,상담원14,계정 문제,해결완료,88,보통,2024-02-24 20:38:00,영구차단 고객
SVC004737,CUST00657,PROD0025,2024-06-20 21:12:00,이메일,상담원20,서비스 문의,해결완료,9,만족,,영구차단 고객
SVC004738,CUST00166,PROD0024,2024-06-05 04:51:00,SNS,상담원15,프로모션 문의,해결완료,97,매우만족,2024-06-02 12:47:00,영구차단 고객
SVC004739,CUST00849,PROD0019,2024-06-25 09:12:00,카톡,상담원7,서비스 문의,해결완료,30,매우만족,2024-03-03 07:06:00,재문의 필요
SVC004740,CUST00496,PROD0002,2024-06-24 21:23:00,이메일,상담원7,프로모션 문의,해결완료,55,매우만족,2024-06-21 04:12:00,긴급 처리
SVC004741,CUST00590,PROD0022,2024-05-18 17:20:00,카톡,상담원18,프로모션 문의,진행중,42,만족,,영구차단 고객
SVC004742,CUST00429,PROD0020,2024-02-22 14:37:00,SNS,상담원2,서비스 문의,진행중,7,매우만족,2024-04-17 02:30:00,
SVC004743,CUST00774,PROD0033,2024-05-13 05:07:00,이메일,상담원20,계정 문제,해결완료,89,만족,2024-01-13 14:56:00,영구차단 고객
SVC004744,CUST00163,PROD0008,2024-03-15 20:15:00,SNS,상담원15,프로모션 문의,진행중,63,매우만족,,영구차단 고객
SVC004745,CUST00366,PROD0025,2024-02-22 19:50:00,전화,상담원1,가격 정보 문의,해결완료,17,보통,,
SVC004746,CUST00526,PROD0046,2024-06-11 10:11:00,라이브채팅,상담원17,제품 불량,진행중,99,불만족,2024-03-12 11:29:00,
SVC004747,CUST00239,PROD0009,2024-06-14 15:23:00,이메일,상담원20,제품 불량,대기중,85,만족,2024-04-19 05:43:00,
SVC004748,CUST00072,PROD0034,2024-03-03 12:30:00,라이브채팅,상담원13,반품/교환,대기중,39,만족,2024-02-04 12:15:00,
SVC004749,CUST00445,PROD0023,2024-03-10 18:29:00,전화,상담원12,배송 지연,해결완료,91,매우불만족,2024-04-23 17:20:00,고객 피드백 있음
SVC004750,CUST00655,PROD0005,2024-05-17 10:09:00,이메일,상담원15,결제 오류,진행중,7,만족,2024-05-10 19:57:00,
SVC004751,CUST00822,PROD0025,2024-03-06 19:04:00,라이브채팅,상담원5,가격 정보 문의,대기중,57,매우불만족,2024-06-03 15:52:00,
SVC004752,CUST00509,PROD0008,2024-03-05 03:24:00,라이브채팅,상담원7,가격 정보 문의,해결완료,59,매우만족,2024-05-06 11:39:00,
SVC004753,CUST00795,PROD0016,2024-05-20 12:00:00,이메일,상담원8,결제 오류,진행중,49,불만족,,긴급 처리
SVC004754,CUST00269,PROD0048,2024-01-18 06:51:00,라이브채팅,상담원14,배송 지연,대기중,70,만족,,영구차단 고객
SVC004755,CUST00753,PROD0045,2024-03-06 15:29:00,라이브채팅,상담원4,제품 불량,해결완료,71,매우만족,,
SVC004756,CUST00415,PROD0015,2024-05-20 18:52:00,이메일,상담원14,계정 문제,해결완료,88,매우불만족,,고객 피드백 있음
SVC004757,CUST00245,PROD0001,2024-03-11 16:36:00,라이브채팅,상담원10,프로모션 문의,진행중,116,매우불만족,2024-03-26 04:37:00,
SVC004758,CUST00675,PROD0022,2024-04-17 06:17:00,라이브채팅,상담원16,결제 오류,해결완료,48,만족,2024-02-18 14:47:00,
SVC004759,CUST00060,PROD0003,2024-01-14 13:40:00,카톡,상담원11,계정 문제,해결완료,77,매우불만족,2024-03-05 00:48:00,긴급 처리
SVC004760,CUST00006,PROD0038,2024-05-05 19:06:00,카톡,상담원14,반품/교환,해결완료,116,매우만족,2024-05-01 12:29:00,긴급 처리
SVC004761,CUST00709,PROD0014,2024-05-01 13:24:00,전화,상담원14,프로모션 문의,해결완료,72,보통,2024-05-01 09:01:00,영구차단 고객
SVC004762,CUST00982,PROD0036,2024-03-21 03:08:00,카톡,상담원2,서비스 문의,해결완료,66,매우만족,,긴급 처리
SVC004763,CUST00570,PROD0018,2024-02-16 03:23:00,카톡,상담원13,가격 정보 문의,해결완료,29,매우만족,,
SVC004764,CUST00817,PROD0047,2024-01-14 01:54:00,전화,상담원3,프로모션 문의,해결완료,56,보통,2024-05-02 13:29:00,
SVC004765,CUST00407,PROD0041,2024-01-18 08:06:00,라이브채팅,상담원18,서비스 문의,진행중,54,만족,2024-03-19 19:28:00,
SVC004766,CUST00217,PROD0018,2024-05-20 17:17:00,라이브채팅,상담원4,제품 불량,해결완료,5,매우만족,2024-03-17 02:04:00,
SVC004767,CUST00930,PROD0003,2024-02-02 03:59:00,카톡,상담원19,서비스 문의,해결완료,43,만족,2024-04-30 06:41:00,고객 피드백 있음
SVC004768,CUST00026,PROD0010,2024-06-24 13:13:00,전화,상담원16,서비스 문의,해결완료,56,매우만족,2024-01-16 19:37:00,긴급 처리
SVC004769,CUST00815,PROD0049,2024-01-11 21:36:00,라이브채팅,상담원4,제품 문의,해결완료,80,보통,,재문의 필요
SVC004770,CUST00005,PROD0039,2024-01-16 00:07:00,SNS,상담원19,결제 오류,해결완료,44,매우만족,,긴급 처리
SVC004771,CUST00986,PROD0047,2024-03-27 19:46:00,이메일,상담원15,프로모션 문의,해결완료,108,불만족,2024-05-26 08:47:00,
SVC004772,CUST00532,PROD0001,2024-03-11 09:27:00,이메일,상담원1,결제 오류,진행중,64,매우만족,,긴급 처리
SVC004773,CUST00390,PROD0027,2024-03-02 07:14:00,이메일,상담원16,프로모션 문의,해결완료,92,만족,2024-04-11 11:46:00,고객 피드백 있음
SVC004774,CUST00710,PROD0027,2024-06-07 19:36:00,카톡,상담원15,가격 정보 문의,해결완료,77,매우만족,2024-03-02 23:18:00,긴급 처리
SVC004775,CUST00571,PROD0011,2024-03-09 17:22:00,이메일,상담원16,기술 지원,대기중,114,보통,2024-03-28 07:33:00,고객 피드백 있음
SVC004776,CUST00448,PROD0049,2024-03-01 04:01:00,이메일,상담원20,결제 오류,해결완료,88,매우만족,2024-03-26 20:42:00,긴급 처리
SVC004777,CUST00754,PROD0005,2024-05-21 18:20:00,SNS,상담원1,결제 오류,진행중,73,만족,2024-03-03 10:11:00,긴급 처리
SVC004778,CUST00146,PROD0007,2024-02-26 05:51:00,라이브채팅,상담원17,가격 정보 문의,대기중,24,만족,2024-06-22 04:26:00,고객 피드백 있음
SVC004779,CUST00388,PROD0019,2024-04-08 06:34:00,SNS,상담원5,프로모션 문의,해결완료,89,불만족,2024-01-09 20:43:00,영구차단 고객
SVC004780,CUST00785,PROD0029,2024-06-06 00:10:00,카톡,상담원5,가격 정보 문의,미해결,6,매우만족,2024-06-20 00:55:00,재문의 필요
SVC004781,CUST00249,PROD0015,2024-01-24 18:47:00,이메일,상담원7,계정 문제,미해결,89,불만족,2024-03-07 14:01:00,긴급 처리
SVC004782,CUST00526,PROD0035,2024-06-06 08:51:00,라이브채팅,상담원13,서비스 문의,해결완료,110,매우만족,2024-05-26 23:05:00,긴급 처리
SVC004783,CUST00462,PROD0047,2024-05-04 03:06:00,이메일,상담원12,가격 정보 문의,대기중,92,매우만족,,영구차단 고객
SVC004784,CUST00013,PROD0037,2024-03-04 13:14:00,이메일,상담원4,프로모션 문의,대기중,13,매우만족,2024-03-19 18:48:00,재문의 필요
SVC004785,CUST00903,PROD0012,2024-03-02 14:39:00,카톡,상담원4,제품 불량,미해결,43,매우만족,2024-04-17 02:05:00,고객 피드백 있음
SVC004786,CUST00384,PROD0030,2024-02-12 05:58:00,이메일,상담원6,가격 정보 문의,진행중,34,만족,2024-06-02 16:36:00,고객 피드백 있음
SVC004787,CUST00556,PROD0020,2024-02-26 08:06:00,전화,상담원15,배송 지연,진행중,58,매우불만족,2024-04-12 10:05:00,재문의 필요
SVC004788,CUST00887,PROD0037,2024-01-01 07:42:00,라이브채팅,상담원19,가격 정보 문의,해결완료,86,매우만족,,
SVC004789,CUST00399,PROD0003,2024-03-19 13:37:00,라이브채팅,상담원6,결제 오류,해결완료,62,만족,,영구차단 고객
SVC004790,CUST00019,PROD0009,2024-06-02 12:28:00,전화,상담원12,계정 문제,해결완료,48,만족,2024-05-08 06:47:00,영구차단 고객
SVC004791,CUST00575,PROD0041,2024-02-24 07:06:00,카톡,상담원14,제품 문의,해결완료,47,만족,2024-03-11 12:27:00,고객 피드백 있음
SVC004792,CUST00491,PROD0039,2024-01-21 13:45:00,이메일,상담원18,가격 정보 문의,미해결,14,만족,,긴급 처리
SVC004793,CUST00751,PROD0026,2024-04-23 14:09:00,이메일,상담원12,기술 지원,해결완료,113,불만족,2024-04-30 14:27:00,
SVC004794,CUST00419,PROD0002,2024-04-08 19:48:00,라이브채팅,상담원15,배송 지연,대기중,109,매우만족,2024-05-10 20:48:00,긴급 처리
SVC004795,CUST00337,PROD0023,2024-04-07 00:34:00,카톡,상담원19,제품 불량,해결완료,52,보통,2024-05-10 15:42:00,재문의 필요
SVC004796,CUST00419,PROD0023,2024-03-10 06:56:00,카톡,상담원8,가격 정보 문의,해결완료,89,매우만족,,
SVC004797,CUST00915,PROD0021,2024-06-21 15:27:00,카톡,상담원9,서비스 문의,진행중,90,만족,2024-05-29 13:25:00,
SVC004798,CUST00916,PROD0016,2024-05-14 10:20:00,이메일,상담원5,서비스 문의,해결완료,21,만족,2024-04-08 17:56:00,고객 피드백 있음
SVC004799,CUST00612,PROD0009,2024-01-06 15:32:00,카톡,상담원5,배송 지연,미해결,9,만족,,긴급 처리
SVC004800,CUST00675,PROD0013,2024-06-06 12:53:00,전화,상담원6,결제 오류,해결완료,74,매우만족,2024-04-05 22:08:00,
SVC004801,CUST00928,PROD0028,2024-04-23 19:13:00,SNS,상담원3,반품/교환,해결완료,78,매우만족,2024-03-28 19:37:00,긴급 처리
SVC004802,CUST00122,PROD0027,2024-04-05 04:45:00,카톡,상담원5,결제 오류,해결완료,68,매우만족,2024-05-14 20:39:00,긴급 처리
SVC004803,CUST00432,PROD0017,2024-01-20 19:53:00,SNS,상담원1,배송 지연,해결완료,111,불만족,,고객 피드백 있음
SVC004804,CUST00044,PROD0038,2024-06-27 21:24:00,이메일,상담원11,결제 오류,해결완료,70,매우만족,2024-06-28 07:44:00,
SVC004805,CUST00872,PROD0036,2024-02-13 12:13:00,카톡,상담원20,서비스 문의,해결완료,75,보통,,재문의 필요
SVC004806,CUST00920,PROD0001,2024-02-25 10:22:00,라이브채팅,상담원1,계정 문제,진행중,114,매우만족,2024-05-27 22:11:00,영구차단 고객
SVC004807,CUST00317,PROD0018,2024-04-13 08:15:00,이메일,상담원7,반품/교환,해결완료,8,불만족,2024-03-14 00:20:00,
SVC004808,CUST00381,PROD0009,2024-03-15 07:24:00,전화,상담원15,서비스 문의,해결완료,105,만족,,긴급 처리
SVC004809,CUST00145,PROD0013,2024-06-02 15:01:00,전화,상담원17,제품 불량,대기중,87,매우만족,2024-03-02 19:34:00,
SVC004810,CUST00327,PROD0040,2024-06-24 18:15:00,SNS,상담원8,서비스 문의,해결완료,32,매우불만족,2024-02-09 02:16:00,재문의 필요
SVC004811,CUST00363,PROD0045,2024-06-14 22:04:00,SNS,상담원2,결제 오류,해결완료,88,매우만족,,
SVC004812,CUST00050,PROD0015,2024-04-25 22:51:00,라이브채팅,상담원13,계정 문제,진행중,98,만족,,재문의 필요
SVC004813,CUST00065,PROD0043,2024-01-06 12:36:00,라이브채팅,상담원12,반품/교환,대기중,110,만족,2024-05-16 12:24:00,영구차단 고객
SVC004814,CUST00355,PROD0044,2024-03-29 11:24:00,전화,상담원5,가격 정보 문의,대기중,42,만족,,고객 피드백 있음
SVC004815,CUST00800,PROD0046,2024-01-06 15:27:00,카톡,상담원13,반품/교환,대기중,70,매우불만족,2024-04-25 07:13:00,재문의 필요
SVC004816,CUST00164,PROD0004,2024-04-24 13:05:00,전화,상담원6,서비스 문의,해결완료,71,불만족,2024-01-24 08:29:00,재문의 필요
SVC004817,CUST00141,PROD0033,2024-04-21 08:22:00,전화,상담원15,가격 정보 문의,해결완료,64,불만족,2024-05-08 10:10:00,
SVC004818,CUST00966,PROD0024,2024-02-28 08:23:00,라이브채팅,상담원11,배송 지연,해결완료,51,매우불만족,,
SVC004819,CUST00826,PROD0036,2024-03-07 15:10:00,SNS,상담원4,프로모션 문의,대기중,110,만족,,
SVC004820,CUST00128,PROD0041,2024-02-13 07:54:00,라이브채팅,상담원1,서비스 문의,해결완료,117,매우만족,2024-02-02 00:12:00,재문의 필요
SVC004821,CUST00398,PROD0010,2024-05-29 20:33:00,라이브채팅,상담원15,기술 지원,진행중,107,보통,2024-03-08 09:06:00,재문의 필요
SVC004822,CUST00933,PROD0036,2024-06-02 16:51:00,라이브채팅,상담원12,서비스 문의,대기중,29,만족,,
SVC004823,CUST00880,PROD0020,2024-02-20 01:24:00,전화,상담원9,배송 지연,해결완료,70,매우만족,2024-06-21 05:58:00,재문의 필요
SVC004824,CUST00463,PROD0041,2024-04-03 01:48:00,카톡,상담원11,반품/교환,해결완료,107,만족,2024-05-09 15:41:00,
SVC004825,CUST00751,PROD0045,2024-02-28 02:45:00,전화,상담원5,제품 불량,해결완료,83,매우불만족,,
SVC004826,CUST00836,PROD0044,2024-02-10 02:39:00,이메일,상담원7,가격 정보 문의,해결완료,71,매우만족,2024-01-22 17:58:00,긴급 처리
SVC004827,CUST00808,PROD0011,2024-06-27 17:03:00,라이브채팅,상담원8,기술 지원,해결완료,73,불만족,2024-06-28 13:26:00,긴급 처리
SVC004828,CUST00187,PROD0012,2024-03-05 02:33:00,라이브채팅,상담원1,프로모션 문의,해결완료,44,만족,2024-05-07 15:19:00,
SVC004829,CUST00720,PROD0018,2024-03-06 14:09:00,이메일,상담원1,배송 지연,대기중,104,매우만족,,재문의 필요
SVC004830,CUST00732,PROD0030,2024-03-16 04:54:00,라이브채팅,상담원3,프로모션 문의,대기중,54,불만족,,고객 피드백 있음
SVC004831,CUST00912,PROD0044,2024-04-21 08:55:00,라이브채팅,상담원8,제품 문의,진행중,119,매우불만족,,
